id,propaganda,his_propaganda
114826044404420382,Call,"""No"""
114826040324238044,Call,No
114826039777950636,Call,No
114825064535529179,Distraction,"""No"""
114825055413704674,No,"""No"""
114825052103127845,Call,No
114825046600516465,No,"""No"""
114824462737182215,Distraction,No
114824341827892593,No,"""No"""
114824012434844395,Call,"""No"""
114823753748748089,Call,"""No"""
114823751368001174,No,"""No"""
114809574296066307,Call,No
114812490799920916,Attack on reputation,No
114823635614745836,Call,"""No"""
114823519364945627,Call,"""No"""
114820908713657769,Call,"""No"""
114820873191783674,"""Attack on reputation""","""No"""
114820780308440795,Justification,"""No"""
114820563898758883,Call,"""No"""
114820176419744768,No,No
114819199532902807,Call,"""No"""
114819184205071380,Call,No
114818149310161097,No,"""No"""
114813826512783399,Call,No
114809528606729733,Call,No
114808976338304577,Call,"""No"""
114808616176041421,"""Attack on reputation""",No
114806881411557795,Call,"""No"""
114802591195240494,Justification,"""No"""
114801653749329102,Call,No
114801213969191305,Call,No
114798547490380707,Call,"""No"""
114796981884907603,Call,"""No"""
114795512010210371,Call,No
114795430236594813,No,"""No"""
114795415752881784,Call,No
114793322724573514,Distraction,"""No"""
114792982825562101,Call,"""No"""
114792383511698623,No,No
114792258992380345,Call,"""No"""
114792925370595712,Call,No
114792890397428568,No,"""No"""
114791916303307611,Call,"""No"""
114791858483483184,Call,"""No"""
114791836935107927,Attack on reputation,"""No"""
114791750195814667,No,"""No"""
114791663683765056,Call,No
114791607974974301,Call,No
114791415036116897,Call,"""No"""
114789968096151564,Justification,No
114789602482197220,Simplification,"""No"""
114789587389423371,Simplification,"""No"""
114789577865630441,Call,"""No"""
114789565281988967,No,"""No"""
114789557961047863,Call,"""No"""
114787479659702125,Call,"""No"""
114787348610777027,Call,"""No"""
114786727426991370,Call,"""No"""
114786681954008167,Attack on reputation,"""No"""
114786643420185373,Call,No
114786058561428668,Call,No
114785927683921380,"""Call""","""No"""
114785849333345518,Attack on reputation,No
114785848171178962,Call,"""No"""
114784315952739682,Call,"""No"""
114784201810637218,Call,"""No"""
114784170652465525,Justification,No
114784098546698642,Call,"""No"""
114784075251415328,Call,"""No"""
114783756690101088,No,"""No"""
114783742318054096,No,"""No"""
114783684148640192,Justification,"""No"""
114783678604446726,Call,No
114783671713858592,No,"""No"""
114783576451483862,Call,No
114783440783668830,Call,No
114781024549214188,Call,"""No"""
114780855061509303,No,"""No"""
114780321031653396,Call,No
114779538689137058,Call,"""No"""
114779398795489578,Call,No
114779396905472324,No,No
114779394158777330,Call,No
114779101486254797,Distraction,"""No"""
114778184322697237,Call,"""No"""
114777786069997459,No,"""No"""
114777766182702392,No,"""No"""
114777756807071568,Call,"""No"""
114776149269773065,Call,No
114775981239886599,Call,No
114774905224497775,Call,No
114774593071456633,No,"""No"""
114773696636727417,Attack on reputation,"""No"""
114773668772907430,Distraction,"""No"""
114773601644828833,Distraction,No
114773418889111055,Attack on reputation,No
114772638692282162,Attack on reputation,"""No"""
114770956840780267,Attack on reputation,"""No"""
114770877118105998,Call,"""No"""
114770861740243689,Call,"""No"""
114768769011733248,Call,"""No"""
114768737638722781,No,"""No"""
114768617892207090,Attack on reputation,"""No"""
114767872591873497,No,"""No"""
114767860718911509,Attack on reputation,No
114767851616311700,Call,"""No"""
114767834317484874,Simplification,No
114767804738090239,Simplification,"""No"""
114767794156725396,No,No
114767780661985069,Call,No
114767776118163077,Justification,"""No"""
114767768162238035,Justification,"""No"""
114767761295983837,Call,No
114767752223466772,Call,"""No"""
114767092507731112,Attack on reputation,"""No"""
114766537622818019,Call,No
114764965108272159,Call,"""No"""
114764764391545815,Call,"""No"""
114764759831258587,Call,"""No"""
114764751535867998,Call,No
114764629478113280,Attack on reputation,"""No"""
114764221948518343,Attack on reputation,"""No"""
114764184133829613,Call,"""No"""
114764131885531801,Attack on reputation,"""No"""
114763873373477102,Call,No
114763460580044614,Attack on reputation,No
114762472242144135,Simplification,"""No"""
114761144946167016,Call,"""No"""
114761132349818150,Distraction,"""No"""
114760849989232091,Call,No
114760752117553870,Call,"""No"""
114760648289760105,Call,No
114756430889057942,Call,No
114758739525947038,Attack on reputation,"""No"""
114758683463390427,Attack on reputation,"""No"""
114756933255040997,Call,"""No"""
114756915403448417,Call,"""No"""
114756665667022418,Call,"""No"""
114756635237936002,Call,No
114756567645919781,Call,No
114756160140843373,Justification,"""No"""
114756147615303122,No,"""No"""
114755893176827573,Call,No
114752331258575317,Call,"""No"""
114751880827969695,Call,No
114751873580495326,Call,"""No"""
114751867931146571,Call,"""No"""
114751173173020083,Attack on reputation,"""No"""
114751024493648544,Distraction,"""No"""
114750055630968441,Call,"""No"""
114749872416313793,Call,"""No"""
114749839848044904,Simplification,No
114749815668266552,Call,No
114749586892496748,Call,"""No"""
114749580476669594,Distraction,"""No"""
114747234182168375,Attack on reputation,"""No"""
114746355912265245,Attack on reputation,Geopolitical Framing
114746066225069169,Attack on reputation,No
114745592965123786,Attack on reputation,No
114745583467776157,Attack on reputation,No
114745462399538854,Attack on reputation,No
114745403809459125,Attack on reputation,No
114745136248099636,Distraction,No
114745046560931403,Justification,"""No"""
114744949125614209,Attack on reputation,No
114744772916804667,Call,No
114744747346646288,Simplification,No
114744712068575344,No,"""No"""
114741178126658442,Justification,No
114744029649091554,Distraction,No
114744008368646986,No,No
114743994574895472,Call,"""No"""
114742858969719244,No,"""No"""
114741478150368433,No,No
114741415042752014,No,"""No"""
114741169404332184,Simplification,No
114739855566419753,No,"""No"""
114739141404923452,Call,"""No"""
114739128116733021,Attack on reputation,"""No"""
114739026668148625,Call,"""No"""
114739003459183372,Call,"""No"""
114738848114096807,Call,No
114738729363742349,Call,No
114738685142153877,Attack on reputation,No
114738530800440064,Attack on reputation,"""No"""
114738521695017472,Call,No
114738519652958827,No,Geopolitical Framing
114738128058193093,Call,No
114738104789842114,Call,No
114737953503348541,Call,No
114736702510423652,Call,"""No"""
114736609585800487,Call,"""No"""
114736289471368584,Justification,No
114736040152592105,Call,"""No"""
114736023113491933,Attack on reputation,No
114735940283355339,Call,No
114735824993417950,Call,"""No"""
114735727520741150,Call,"""No"""
114734934153569653,Call,"""No"""
114734462054466468,Call,"""No"""
114734431573760700,Justification,No
114734424268466099,Call,No
114734021412822365,Attack on reputation,No
114733380709403439,Distraction,No
114732962923492888,Call,"""No"""
114728311939211877,Attack on reputation,No
114732948019406900,Call,"""No"""
114732938285152785,Distraction,No
114732926352136813,No,"""No"""
114730186433008075,Simplification,"""No"""
114729094923481176,Call,"""No"""
114729086320228278,Call,No
114729050882763672,Call,"""No"""
114729009239087163,Distraction,"""No"""
114728970221252806,No,No
114727722676535055,Call,"""No"""
114724683855260695,Call,"""No"""
114724124909451419,Call,"""No"""
114724122562432505,Call,"""No"""
114724035571020048,Call,No
114724016661152553,Call,No
114723536228494118,No,"""No"""
114723475582004402,No,"""No"""
114723363133178364,Call,"""No"""
114722976310902061,Attack on reputation,No
114719075688538552,Call,No
114718089639649418,Call,"""No"""
114718072561660622,Attack on reputation,No
114717932061341718,Call,No
114717929371967424,Attack on reputation,No
114717616770198206,Justification,No
114717387393069944,Call,No
114716806959439316,Call,"""No"""
114715950565535905,Attack on reputation,"""No"""
114715729826234266,No,"""No"""
114715718665126727,Distraction,"""No"""
114713649415085279,Call,No
114713532776899739,Call,"""No"""
114712969949709404,Attack on reputation,No
114712741765922456,No,"""No"""
114712684243270785,Simplification,"""No"""
114712560416441760,No,"""No"""
114712540442241175,Call,"""No"""
114712523496772999,Distraction,"""No"""
114712424314242751,Call,"""No"""
114712258815748546,No,"""No"""
114711949674671760,No,"""No"""
114711899645287088,No,"""No"""
114711860495264455,Call,"""No"""
114711841928660368,Justification,No
114711204952191010,Call,"""No"""
114710716146853661,Call,"""No"""
114710405985383754,Attack on reputation,"""No"""
114710171329291791,Attack on reputation,"""No"""
114710162640808420,Attack on reputation,"""No"""
114708015987777473,Attack on reputation,"""No"""
114707471801579663,Call,"""No"""
114707090627277644,Call,"""No"""
114706526713002613,Call,No
114706499373310642,Call,"""No"""
114706490879434850,Call,"""No"""
114706478430915163,Justification,"""No"""
114706428825072905,No,"""No"""
114702742182835045,Call,"""No"""
114702166209750030,No,"""No"""
114701503810958743,Call,"""No"""
114700676310138971,No,No
114699621000737127,Call,"""No"""
114699610769479275,Call,No
114699514822488706,Justification,Geopolitical Framing
114699093232790756,Call,No
114699091687288311,No,No
114698784693311065,Call,"""No"""
114697964891587065,Call,"""No"""
114696999897040583,Attack on reputation,No
114696663907260212,Attack on reputation,No
114695621681197460,No,No
114695595047194931,Distraction,No
114694914840652756,Call,"""No"""
114695407357588413,Distraction,"""No"""
114691752952220639,Call,No
114690267066155731,Call,No
114687664442020232,Call,No
114685507052179501,Distraction,Geopolitical Framing
114685424737399826,Call,"""No"""
114683261634430212,No,Geopolitical Framing
114682713948931541,Call,No
114682186196359798,Call,"""No"""
114682045152197224,Call,"""No"""
114682034463994099,Call,"""No"""
114682031038787625,Call,"""No"""
114675841423085927,Justification,No
114675518227311570,Call,No
114675456780398208,Distraction,"""No"""
114672890392575865,Attack on reputation,"""No"""
114672816056718064,Call,No
114672684243705829,Call,"""No"""
114672438335170335,Justification,No
114671982391481893,Call,No
114671706526373660,Attack on reputation,"""No"""
114671658277148795,Call,No
114670684664650262,Call,No
114670526015735789,Call,"""No"""
114670486632619754,Call,"""No"""
114670313786923341,Call,"""No"""
114670309710000195,Call,"""No"""
114670283406267552,No,"""No"""
114670272796747506,Call,No
114670179740742664,Call,"""No"""
114670085083632579,Attack on reputation,No
114666915445156763,Call,No
114665579368712289,Distraction,No
114665433616155445,Call,"""No"""
114665067086649498,Call,"""No"""
114664867178522750,Call,No
114664649560601881,Distraction,No
114664632971715644,No,No
114664350602686558,Attack on reputation,"""No"""
114664317659540633,No,No
114661881306639433,No,"""No"""
114661875773869479,No,No
114661616289278861,Call,No
114661611675544476,Call,No
114661602710951888,Call,No
114661594047511147,Justification,No
114660202617448574,Call,"""No"""
114660196568628575,Distraction,No
114660052924717461,Distraction,No
114659367372751138,Call,"""No"""
114659078711716972,Call,"""No"""
114659061147166064,Call,No
114656580327959703,Call,"""No"""
114422458760069491,Call,"""No"""
114654893116531233,Distraction,No
114654569890888217,Call,"""No"""
114654277401980803,Attack on reputation,No
114651482271002772,Distraction,No
114651470100085455,Distraction,"""No"""
114651462358753429,Call,No
114650961444622516,Call,No
114650947329138948,"""Attack on reputation""","""No"""
114649780431129598,Attack on reputation,No
114646378582957392,Attack on reputation,No
114644899133296098,Distraction,No
114643566832017351,Call,"""No"""
114643062948888802,Attack on reputation,"""No"""
114638898863359142,Call,No
114638762489499883,No,"""No"""
114615789779283288,Justification,"""No"""
114588676677846192,Call,No
114637838750311907,Justification,No
114637837347707659,Justification,No
114637373477221541,Call,No
114636826069773755,Call,"""No"""
114636734825372318,Distraction,"""No"""
114636703372425608,Distraction,No
114636535351943737,Distraction,No
114636249329541108,Call,No
114636194279936863,No,"""No"""
114636148473122568,Attack on reputation,No
114634223801183343,No,No
114634135422714697,No,"""No"""
114632555927229642,Call,"""No"""
114632206992330264,Call,"""No"""
114632205177163456,Distraction,"""No"""
114631720913326891,Call,"""No"""
114631700173877454,No,"""No"""
114631660775512688,No,"""No"""
114631479329996984,Distraction,"""No"""
114631295762726849,Call,"""No"""
114627858736860268,Justification,"""No"""
114626401432609274,No,"""No"""
114626392475682581,Call,"""No"""
114626383407680212,No,No
114626260163622304,Call,No
114626083142393611,No,No
114625064616541014,Call,"""No"""
114623678380515184,Distraction,"""No"""
114623644825050017,Call,"""No"""
114623632387180206,Call,No
114619648032728687,Attack on reputation,"""No"""
114619628833129608,Distraction,"""No"""
114617666432673584,No,"""No"""
114617654959425582,"""Attack on reputation""",No
114617605450196006,Distraction,No
114616421679095002,Distraction,No
114616351910119498,Distraction,No
114616348045430286,Attack on reputation,"""No"""
114616207227510153,No,No
114616192602509494,Call,No
114616063852488330,Justification,No
114616038217949758,Call,No
114614695646992423,No,No
114609401400916551,Distraction,No
114609088288599288,Call,No
114608902357322907,No,"""No"""
114608606195747467,Call,"""No"""
114606254307800195,Call,"""No"""
114605559474286180,Call,"""No"""
114605138646113482,Distraction,"""No"""
114604843743831040,Call,No
114604190866906781,Attack on reputation,"""No"""
114600725746969368,"""Attack on reputation""","""No"""
114602636801002520,Simplification,"""No"""
114602629020606637,Justification,No
114599862399252900,Call,No
114599860448694296,No,"""No"""
114599557006933759,No,No
114599330494282325,Call,No
114599434397215985,Call,"""No"""
114599417835206103,Call,No
114599331546886838,Call,No
114598871073067083,Call,"""No"""
114598642369146101,Call,"""No"""
114598281297498204,No,"""No"""
114598269085729861,No,"""No"""
114598088958949368,Call,"""No"""
114597966895334541,Attack on reputation,"""No"""
114597874618991073,Call,"""No"""
114597085726163793,Justification,No
114597726905289988,No,"""No"""
114596705340367716,Distraction,No
114594463510818001,Attack on reputation,"""No"""
114593895018014960,Call,No
114593880455063168,Attack on reputation,No
114593467159196179,Justification,"""No"""
114588947311720532,No,"""No"""
114588267526398401,Call,No
114587834569910458,Call,No
114587450000198620,No,No
114587449190015002,Justification,"""No"""
114587448932259485,Call,"""No"""
114587447392412802,No,"""No"""
114587447106051612,No,"""No"""
114587010981213926,Call,"""No"""
114586960080176462,Call,No
114586226007898415,No,"""No"""
114582141732207441,Call,No
114582052493616430,Call,No
114582051233743955,Justification,No
114582050209637823,Call,No
114581970051938528,Call,"""No"""
114581050750543458,Call,"""No"""
114580564427808609,Manipulative wording,No
114580018376822663,Call,No
114579949187402607,Attack on reputation,"""No"""
114575749717831050,Call,No
114574280556211991,Call,"""No"""
114574185207174304,Call,No
114574126417705588,Call,No
114574090132139073,Call,"""No"""
114574087342675789,Call,No
114573960971600808,Call,"""No"""
114573871728757682,"""Attack on reputation""",No
114573811251951785,Attack on reputation,No
114573660942392905,Call,"""No"""
114571369956761390,Distraction,No
114571149026549724,Call,No
114571147521146559,Call,No
114570969019320314,Call,No
114570968024837869,Call,No
114570967137329867,Call,No
114570966776768541,Call,No
114570775887793036,Call,"""No"""
114569972014269696,Distraction,No
114569053524453729,Distraction,"""No"""
114566671392866950,Distraction,No
114563539540146112,"[""Justification""]",No
114563536387902596,Call,No
114559436943598657,No,"""No"""
114558786117625961,Call,"""No"""
114558783827880495,Call,No
114556968834547173,Call,"""No"""
114556874484491575,No,No
114556558074574515,Distraction,No
114556494480941887,No,No
114553874373379109,No,"""No"""
114553573338999017,No,No
114552899639158114,No,No
114552682280589564,Attack on reputation,No
114551462787614405,Call,No
114549529250052858,Distraction,No
114548257487682819,No,"""No"""
114548173601756486,Call,"""No"""
114548118858217926,No,"""No"""
114542709133462503,No,"""No"""
114541917095503331,Call,"""No"""
114541915757167539,Attack on reputation,"""No"""
114540150008777841,Call,No
114536543500030486,Call,"""No"""
114536534087665403,No,"""No"""
114536528043211432,No,"""No"""
114535693441367601,Call,No
114534665591178846,Attack on reputation,"""No"""
114532867603994760,Attack on reputation,No
114532661695212310,Call,"""No"""
114530973523345791,No,"""No"""
114529184615531808,"""Attack on reputation""","""No"""
114524826400186777,Simplification,No
114526479593964662,Attack on reputation,No
114524060091132104,Call,"""No"""
114523473765901913,Distraction,No
114518493026564814,Distraction,No
114523811882470999,Attack on reputation,"""No"""
114523762104941397,Call,No
114523638623110397,Call,"""No"""
114523195208653918,Call,No
114519975763098371,Simplification,"""No"""
114519965289784767,No,"""No"""
114519952063614449,No,"""No"""
114519940139500510,No,"""No"""
114519933006186542,No,"""No"""
114519753109701350,Attack on reputation,No
114519567610751944,Call,"""No"""
114519155449905842,Call,No
114518115625400272,Call,"""No"""
114517897638237566,Call,No
114517896576879203,Attack on reputation,No
114517773720445162,Distraction,"""No"""
114517718765768352,Attack on reputation,"""No"""
114516603030095775,No,"""No"""
114515613065520300,Attack on reputation,"""No"""
114511762010659631,Distraction,No
114511710554568353,Attack on reputation,No
114511127013656727,Call,"""No"""
114507081704840744,No,No
114505713846110268,Call,"""No"""
114503502008248477,Distraction,No
114503271564721427,Distraction,No
114503286961115745,Call,"""No"""
114503273823248249,Call,"""No"""
114503289790683514,Call,"""No"""
114503276771775504,Call,"""No"""
114504157743692924,Call,"""No"""
114503282584841270,Call,"""No"""
114503203859060399,Call,No
114502326794265193,No,"""No"""
114502263160167723,Call,"""No"""
114501781259201749,Call,No
114501759958997511,Call,"""No"""
114499337476531986,Call,"""No"""
114496851630865496,Call,"""No"""
114498083205032077,Call,No
114497679502484164,No,"""No"""
114497218878772156,Call,No
114496961305632019,Call,No
114495946485549840,Call,No
114495828046526222,Call,"""No"""
114495819579444373,Call,No
114495805003498315,Justification,No
114495789264464415,No,"""No"""
114495777170382544,Call,No
114494372667836601,Call,"""No"""
114494359849751984,Call,No
114492082555622686,Call,No
114491949696762931,Distraction,No
114491594957458207,Call,"""No"""
114491534347862682,Call,No
114490623566091525,Call,"""No"""
114490604608562822,Call,No
114490277514269016,Attack on reputation,No
114490093180275292,Call,Geopolitical Framing
114486249003156970,Call,"""No"""
114487222858029279,Call,"""No"""
114487210304050642,Distraction,No
114487190752990599,Call,No
114487151591253235,Call,No
114486066663976973,Call,"""No"""
114484272669802796,Attack on reputation,No
114484269924159482,No,"""No"""
114484265663388527,Call,"""No"""
114483405683675564,Distraction,No
114480839195032975,Call,No
114480087342467417,Call,"""No"""
114480048504802354,Call,No
114480048117794658,Call,"""No"""
114480047403137321,Call,"""No"""
114480045872688080,Call,No
114480037543029538,Call,"""No"""
114478780390671313,Attack on reputation,No
114478777761818193,"""Attack on reputation""","""No"""
114478160839858570,Attack on reputation,"""No"""
114478129470076553,Distraction,"""No"""
114477930037382424,Call,"""No"""
114477701321152097,Distraction,"""No"""
114477628854583525,Justification,"""No"""
114477610338144415,Call,"""No"""
114474760680232575,Call,No
114474584669905764,Call,"""No"""
114474472707126728,Call,"""No"""
114474472453521323,Call,No
114474471365155157,Call,"""No"""
114474470666888173,Call,No
114474470016240455,Call,No
114474469364898946,Call,No
114474468725706522,Call,"""No"""
114474468098464790,Call,"""No"""
114474467319531911,Call,No
114474466584246331,Call,No
114474465286880800,Call,"""No"""
114474464809294039,Call,"""No"""
114474417554010988,Call,"""No"""
114474136794655068,Call,No
114474136573150113,Attack on reputation,"""No"""
114473380014194441,No,No
114472802068018414,Call,No
114471776222344399,Call,"""No"""
114471750357100883,Attack on reputation,"""No"""
114471687266303772,Call,"""No"""
114471661029075259,Call,"""No"""
114471558043712137,Call,No
114463470842131184,No,"""No"""
114469488580251681,Call,No
114468755257430424,Call,"""No"""
114468502752133916,Justification,"""No"""
114468288296746153,No,"""No"""
114468257803426979,No,"""No"""
114468174830884590,Call,"""No"""
114466868060900843,Call,"""No"""
114466820318104255,Attack on reputation,"""No"""
114466802601303034,Call,"""No"""
114464206114299371,Call,"""No"""
114463623151906341,Call,No
114463589898854957,Call,No
114463344803228045,No,"""No"""
114463309556144556,Call,"""No"""
114462869802626948,Attack on reputation,No
114462869560496665,Justification,"""No"""
114462868808829711,Justification,"""No"""
114462868084205660,Justification,"""No"""
114462867354665095,Call,"""No"""
114462557388994627,No,No
114462513304037389,No,No
114462406492811838,Simplification,"""No"""
114462392807560620,No,No
114462333132374383,No,No
114461575736468146,Distraction,No
114458094742048024,Call,No
114461333871544277,No,"""No"""
114461327233567337,No,"""No"""
114458145511409310,Distraction,No
114458100604424846,Justification,"""No"""
114458023850536968,Call,"""No"""
114457993936599790,Call,No
114457992767716636,Attack on reputation,No
114457666559426766,Attack on reputation,No
114456568203695294,Call,"""No"""
114456528966782457,No,"""No"""
114456520145752092,Call,"""No"""
114456026572229510,Call,"""No"""
114455976603502389,No,"""No"""
114455860282159313,Justification,No
114455776425590388,No,"""No"""
114455616542958903,No,"""No"""
114455608513522948,Justification,No
114452877224020351,Attack on reputation,"""No"""
114452117143235155,Call,No
114452025916969327,Justification,No
114451972448301240,Call,"""No"""
114451970991645838,Call,No
114451070372643732,Justification,"""No"""
114450740029144099,No,"""No"""
114450726968071164,Call,"""No"""
114450707221467337,"""Attack on reputation""","""No"""
114450692045400819,No,No
114450683496592465,No,"""No"""
114442321106427795,Distraction,No
114438330555648164,Call,"""No"""
114439107916833647,Manipulative wording,"""No"""
114439099692439204,No,"""No"""
114438304481024140,Call,No
114437989795464761,Attack on reputation,"""No"""
114436168298983317,Call,"""No"""
114436165701323476,Call,"""No"""
114436142904738936,Attack on reputation,No
114435902192931017,Call,No
114435073705713456,Call,"""No"""
114433959082847679,Call,No
114433942825461076,Call,No
114432976140064253,Call,"""No"""
114432954072144063,Justification,"""No"""
114429927898017911,Justification,"""No"""
114427400349569499,No,"""No"""
114427214911868233,Attack on reputation,No
114427137926930516,No,No
114427089568235019,Call,"""No"""
114423346072431156,Call,No
114422079545251980,No,"""No"""
114422033648855386,Call,No
114421994793893090,Justification,"""No"""
114421964827021828,Call,"""No"""
114421957758661888,Call,"""No"""
114421954020400846,Distraction,No
114421928785432623,Call,"""No"""
114421922580096394,Simplification,No
114421921447347549,Justification,"""No"""
114421883134626921,No,"""No"""
114421868853801846,Call,No
114421856443198074,No,"""No"""
114421826540167059,Justification,"""No"""
114421805011603196,Justification,"""No"""
114421780282411315,Call,"""No"""
114421764021968021,No,"""No"""
114421737602815558,Justification,"""No"""
114421724824943399,Justification,"""No"""
114421712482899408,Distraction,No
114421694015203048,Call,"""No"""
114421671249396448,Call,"""No"""
114421633366824263,Distraction,No
114421606759697277,Justification,"""No"""
114421082367450202,Call,"""No"""
114419185611217033,Call,"""No"""
114419175691843654,Call,"""No"""
114418229780158440,No,"""No"""
114415903776055788,Call,"""No"""
114417662551888762,Call,No
114417662061589259,Call,"""No"""
114417364027219606,Call,"""No"""
114417332210818903,Call,"""No"""
114377783798888758,Attack on reputation,No
114417114971503482,Call,No
114417102068372350,Call,"""No"""
114417101345799325,Call,No
114417100472347708,Call,No
114416887168755037,Call,No
114415618596069518,Call,No
114414928875781139,Call,"""No"""
114414895289941753,Attack on reputation,"""No"""
114414863742664682,Attack on reputation,No
114412405334656020,Call,No
114412380099590919,No,No
114411308844416576,Attack on reputation,"""No"""
114411159111822314,Call,"""No"""
114411157925493893,Call,No
114410073592204291,Call,No
114410037014364322,Distraction,No
114406186212473866,Attack on reputation,No
114406185820566958,Justification,No
114404524335638236,Attack on reputation,No
114400805703099287,Call,No
114400768937823340,No,"""No"""
114400583767375750,Attack on reputation,No
114400448382660700,Call,No
114400040845423536,Call,"""No"""
114400030944429028,Call,"""No"""
114399870830051429,Call,No
114398053438634680,No,"""No"""
114398045845237473,Call,"""No"""
114393736523039807,No,"""No"""
114393469355437462,Attack on reputation,"""No"""
114393275364471638,Attack on reputation,"""No"""
114393194962253226,Attack on reputation,No
114392937947872770,Call,No
114392923237368367,Distraction,No
114392734082544469,Manipulative wording,"""No"""
114392724515353626,Attack on reputation,No
114388111141848447,Distraction,No
114387538306195784,Attack on reputation,"""No"""
114382687269815844,No,No
114382248962521077,Call,No
114381682443037273,Call,"""No"""
114379314291410399,Call,No
114378371957337028,Attack on reputation,Victim Blaming
114378317437182332,Distraction,No
114378287917044509,Call,"""No"""
114378035138845295,Justification,"""No"""
114377993807616549,Call,No
114377993063822566,"""Attack on reputation""","""No"""
114377719179993844,Call,"""No"""
114376655236734018,No,"""No"""
114376239725335883,Distraction,"""No"""
114375838396081159,No,"""No"""
114372351596556599,Distraction,"""No"""
114372350378942829,Call,No
114372349322321344,Attack on reputation,"""No"""
114372346621591852,Call,"""No"""
114372341048664554,No,"""No"""
114226364881308099,Justification,No
114372165978000486,Call,No
114372126396548824,Call,"""No"""
114372102982066647,Call,"""No"""
114372085732582216,Call,"""No"""
114372052807631514,Call,"""No"""
114372038178954425,No,"""No"""
114370637123886922,Call,No
114370361342759621,Attack on reputation,No
114370333902322250,Call,"""No"""
114367378741589101,Call,"""No"""
114367252307184336,No,"""No"""
114366947795800699,Call,"""No"""
114361211919694573,Attack on reputation,"""No"""
114360632714487285,Call,No
114359040827344338,Call,No
114359025219551578,Attack on reputation,"""No"""
114357043475202498,Distraction,"""No"""
114355616823261590,Call,No
114354225021338752,Call,"""No"""
114353534045469485,Call,"""No"""
114353467767721095,Call,No
114353201227355474,Distraction,"""No"""
114353130958010667,No,No
114352766082542122,Attack on reputation,"""No"""
114351199803141298,Attack on reputation,"""No"""
114349929882626042,No,"""No"""
114349871024459620,Distraction,No
114349841902096375,Call,"""No"""
114348450615002470,Attack on reputation,"""No"""
114348224335547565,Justification,"""No"""
114347490565859534,Call,"""No"""
114347397237866545,Attack on reputation,"""No"""
114347318770577330,Call,"""No"""
114347313852363347,Attack on reputation,No
114347128422370864,Call,"""No"""
114345526663892197,No,"""No"""
114345470440861946,Attack on reputation,No
114342518862792060,Call,"""No"""
114342374504628520,Call,"""No"""
114341848091430549,Distraction,"""No"""
114341773968885783,Call,"""No"""
114339966797907461,Call,"""No"""
114338831106475110,Attack on reputation,No
114338375079660274,No,"""No"""
114338200372474561,Call,"""No"""
114333875444620545,Call,"""No"""
114336879485867419,No,"""No"""
114336740381919950,No,"""No"""
114336723764365914,Attack on reputation,"""No"""
114336642481948430,Call,No
114336566283341937,Call,"""No"""
114334087867258791,Attack on reputation,No
114333660655935996,"""Attack on reputation""","""No"""
114333659248371323,Attack on reputation,"""No"""
114333344307437413,Call,No
114327412368866177,Call,No
114333582402241548,Call,No
114332342610034728,Call,No
114332337028519855,Call,No
114327375256344311,Attack on reputation,No
114319263138009661,No,"""No"""
114321989500112442,Distraction,"""Genocide Denial"""
114321895832364816,Call,No
114320325008375266,No,"""No"""
114320315581878640,No,No
114320258692162203,Justification,"""No"""
114320245355397433,Call,No
114320244770957852,No,No
114320237164839938,Call,No
114320236639062571,No,"""No"""
114319659315817918,Call,"""No"""
114319592702753512,Distraction,No
114319533589155171,Call,No
114316199673595819,No,No
114316141098255318,Call,No
114316139821071778,Call,"""No"""
114316044643910190,Justification,"""No"""
114316044192204977,Call,No
114315902995818386,Call,"""No"""
114315881639906095,Call,No
114315219437063160,Attack on reputation,"""No"""
114314374220244880,Call,"""No"""
114313939062499622,No,"""No"""
114313927527638500,Call,No
114313667304867320,Call,"""No"""
114311845711297973,No,"""No"""
114311731810349533,No,"""No"""
114311567036095643,No,"""No"""
114310370550367017,Call,"""No"""
114310188132445566,Justification,No
114309662351113873,Call,"""No"""
114309144289505174,Call,"""No"""
114308898654506738,Call,No
114308272725981913,Call,"""No"""
114308258545250117,Call,"""No"""
114308228615083777,Call,"""No"""
114308121820846336,Call,"""No"""
114307883361614427,Call,"""No"""
114307836775073198,Call,"""No"""
114307832213562859,Call,No
114305454562761253,Call,"""No"""
114305448331638991,Call,No
114305433728064974,No,"""No"""
114304634655292901,Call,No
114304476490205414,Justification,No
114302876029283093,No,"""No"""
114302499965852704,Call,No
114302486798524913,Distraction,"""No"""
114299368234840539,Call,No
114299054674051787,Justification,"""No"""
114299013914300863,No,"""No"""
114298964268045690,Call,No
114298249002673077,Simplification,"""No"""
114297331052690348,Call,No
114297166113853713,Distraction,"""No"""
114297149364879462,Distraction,No
114297114613050884,Distraction,No
114297105906469195,Call,"""No"""
114297103010119126,No,"""No"""
114297095185812879,Call,"""No"""
114297089462047332,No,No
114297073854983088,No,"""No"""
114297065230841780,No,"""No"""
114297055955956469,Call,"""No"""
114296933498836216,No,"""No"""
114296909356614075,Justification,No
114296801411259400,Call,"""No"""
114296287858068040,Attack on reputation,"""No"""
114293581018893404,Call,No
114287485415940651,Call,"""No"""
114287474604619244,Call,"""No"""
114285375813275308,Call,"""No"""
114282305980898453,Call,"""No"""
114281864005346951,Distraction,No
114281370220943461,Call,"""No"""
114280893859636366,Call,No
114280322706682564,Call,"""No"""
114280292618523684,Justification,"""No"""
114279915827492021,Distraction,"""No"""
114279844695644343,Call,No
